"AFML DATE","PAGE NO","REG NO",PILOT_ID,COPILOT_ID,EOB
`12/12/2019,001264,PK-SNS,51,74,0
`10/12/2019,2715,PK-SNP,30,55,0
`12/12/2019,001666,PK-SNN,85,53,0
`11/12/2019,2716,PK-SNP,30,55,0
`09/12/2019,000879,PK-SNM,66,,69
`10/12/2019,000880,PK-SNM,66,,0
`11/12/2019,000881,PK-SNM,66,,0
`12/12/2019,000882,PK-SNM,66,,0
